Year,Timestep,EcoregionName,EcoregionIndex,ppt,min_airtemp,max_airtemp,std_ppt,std_temp,winddirection,windspeed,ndeposition,min_relativehumidity,max_relativehumidity,co2,par,ozone,shortwave,FWI,
2086, 5, eco1, 0, 8.8, 10.98, 23.97, 40.41, 1.13, -99, 8.67, -99, -99, -99, -99, -99, -99, -99, 0, 
2086, 6, eco1, 0, 17.84, 18.28, 29, 88.18, 1.04, -99, 6.57, -99, -99, -99, -99, -99, -99, -99, 0, 
2086, 7, eco1, 0, 14.43, 22.1, 32.63, 15.58, 0.94, -99, 8.26, -99, -99, -99, -99, -99, -99, -99, 0, 
2086, 8, eco1, 0, 6.79, 22.18, 34.6, 30.13, 0.86, -99, 6.64, -99, -99, -99, -99, -99, -99, -99, 0, 
2086, 9, eco1, 0, 13.44, 19.93, 30.99, 30.2, 0.94, -99, 6.18, -99, -99, -99, -99, -99, -99, -99, 0, 
2086, 10, eco1, 0, 14.41, 15.38, 28.32, 14.22, 0.98, -99, 10.03, -99, -99, -99, -99, -99, -99, -99, 0, 
2086, 11, eco1, 0, 12.52, 10.71, 24.99, 28.38, 1.07, -99, 12.32, -99, -99, -99, -99, -99, -99, -99, 0, 
2086, 12, eco1, 0, 3.71, 10.14, 24.12, 2.41, 0.93, -99, 10.71, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 1, eco1, 0, 10.7, 4.13, 17.17, 35.09, 1, -99, 11.5, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 2, eco1, 0, 7.65, 3.96, 17.11, 8.07, 1.09, -99, 12.31, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 3, eco1, 0, 3.13, 0.81, 14.13, 1.31, 1.15, -99, 11.75, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 4, eco1, 0, 2.36, 6.2, 21.54, 0.59, 1.01, -99, 10.04, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 5, eco1, 0, 2.93, 10.9, 26, 12.53, 0.94, -99, 7.81, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 6, eco1, 0, 13.86, 18.25, 28.75, 64.61, 0.93, -99, 5.95, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 7, eco1, 0, 8.48, 20.73, 31.91, 16.4, 0.79, -99, 5.47, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 8, eco1, 0, 18.82, 21.19, 32.06, 237.41, 0.86, -99, 8.09, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 9, eco1, 0, 14.22, 20.07, 31.48, 26.23, 0.93, -99, 8.11, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 10, eco1, 0, 10.14, 15.08, 27.79, 7.25, 0.96, -99, 8.42, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 11, eco1, 0, 14.05, 10.8, 24.12, 86.75, 0.92, -99, 11.93, -99, -99, -99, -99, -99, -99, -99, 0, 
2085, 12, eco1, 0, 8.23, 8.41, 21.76, 10.14, 0.99, -99, 10.61, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 1, eco1, 0, 4.48, 1.57, 15.79, 1.35, 0.95, -99, 9.52, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 2, eco1, 0, 10.75, 0.12, 12.07, 21.13, 1.05, -99, 10.98, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 3, eco1, 0, 10.19, 2.39, 15.07, 25.95, 1.01, -99, 10.53, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 4, eco1, 0, 11.48, 4.85, 17.55, 50.43, 0.96, -99, 9.68, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 5, eco1, 0, 12.06, 10.34, 23.56, 57.32, 1.11, -99, 8.6, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 6, eco1, 0, 17.72, 18.28, 28.29, 224.16, 1.08, -99, 7.6, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 7, eco1, 0, 11.73, 21.74, 32.39, 185.44, 0.86, -99, 5.18, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 8, eco1, 0, 17.29, 22.16, 31.79, 57.19, 0.87, -99, 7.36, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 9, eco1, 0, 12.48, 18.62, 29.94, 54.18, 0.97, -99, 7.7, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 10, eco1, 0, 12.35, 14.49, 27.15, 68.19, 1.11, -99, 9.13, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 11, eco1, 0, 12.62, 12.4, 25.71, 67.87, 0.99, -99, 10.2, -99, -99, -99, -99, -99, -99, -99, 0, 
2084, 12, eco1, 0, 6.46, 4.37, 17.58, 2.6, 1.01, -99, 12.27, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 1, eco1, 0, 8.83, 4.16, 16.82, 18.61, 1.12, -99, 11.11, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 2, eco1, 0, 5.88, -2.07, 8.83, 4.72, 1.02, -99, 11.41, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 3, eco1, 0, 8.39, 3.18, 15.64, 7.14, 1.19, -99, 12, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 4, eco1, 0, 11.86, 6.3, 20.83, 31.92, 1.11, -99, 10.33, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 5, eco1, 0, 10.98, 9.93, 23.36, 29.39, 1.17, -99, 8.84, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 6, eco1, 0, 2.87, 22.49, 35.63, 6.96, 0.83, -99, 7.28, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 7, eco1, 0, 9.08, 22.34, 35.82, 18.19, 0.96, -99, 6.45, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 8, eco1, 0, 7.16, 22.14, 35.46, 141.9, 1, -99, 6.91, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 9, eco1, 0, 15.97, 21.02, 33.12, 26.68, 1.18, -99, 6.55, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 10, eco1, 0, 5.42, 16.07, 30.17, 7.5, 1.03, -99, 8.34, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 11, eco1, 0, 3.61, 9.02, 24.22, 4.6, 0.99, -99, 10.78, -99, -99, -99, -99, -99, -99, -99, 0, 
2083, 12, eco1, 0, 17.28, 4.6, 17.8, 30.25, 1.02, -99, 12.68, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 1, eco1, 0, 20.75, 2.94, 14.58, 31.95, 1.14, -99, 14.54, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 2, eco1, 0, 11.97, 0.58, 12, 19.93, 1.15, -99, 12.05, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 3, eco1, 0, 12.44, 1.58, 12.58, 16.08, 1.04, -99, 11.63, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 4, eco1, 0, 2.65, 2.99, 18.14, 4.57, 1.08, -99, 10.13, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 5, eco1, 0, 5.3, 15.25, 28.38, 19.95, 0.88, -99, 8.26, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 6, eco1, 0, 10.68, 19.95, 30.96, 57.48, 1.06, -99, 9.15, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 7, eco1, 0, 8.08, 22.88, 36.33, 78.18, 0.9, -99, 6.63, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 8, eco1, 0, 6.74, 23.02, 35.99, 20.23, 0.82, -99, 6.49, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 9, eco1, 0, 8.54, 18.62, 30.3, 10.99, 0.98, -99, 6.21, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 10, eco1, 0, 10.69, 16.41, 28.61, 25.89, 1.06, -99, 9.54, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 11, eco1, 0, 11.82, 8.77, 24.34, 120.19, 1.19, -99, 11.11, -99, -99, -99, -99, -99, -99, -99, 0, 
2082, 12, eco1, 0, 6.79, 5.43, 20.77, 6.63, 1.16, -99, 12.5, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 1, eco1, 0, 4.84, 6.3, 20.93, 2.54, 1.08, -99, 10.41, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 2, eco1, 0, 7.1, 2.44, 15.32, 6.29, 1.02, -99, 12.23, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 3, eco1, 0, 7.35, 4.23, 16.59, 31.05, 1.08, -99, 12.81, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 4, eco1, 0, 8.06, 4.04, 17.98, 21.7, 1.08, -99, 11, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 5, eco1, 0, 12.05, 9.72, 20.88, 299.21, 0.92, -99, 9.98, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 6, eco1, 0, 33.11, 16.17, 26.04, 524.8, 0.93, -99, 11.14, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 7, eco1, 0, 6.87, 20.26, 30.87, 26.35, 0.85, -99, 5.43, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 8, eco1, 0, 25.69, 21.64, 31.75, 114.58, 0.95, -99, 7.02, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 9, eco1, 0, 10.14, 19.29, 31.87, 24.16, 0.98, -99, 8.01, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 10, eco1, 0, 13.99, 15.66, 27.6, 114.24, 1.14, -99, 9.15, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 11, eco1, 0, 8.18, 9.97, 25.4, 26.67, 0.94, -99, 10.12, -99, -99, -99, -99, -99, -99, -99, 0, 
2081, 12, eco1, 0, 9.58, 3.39, 16.98, 9.6, 0.89, -99, 11.25, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 1, eco1, 0, 7.66, -3.84, 6.71, 12.22, 0.96, -99, 16.32, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 2, eco1, 0, 9.82, 0.76, 12.86, 15.17, 0.99, -99, 10.2, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 3, eco1, 0, 13.96, 4.77, 16.95, 50.47, 1.04, -99, 12.09, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 4, eco1, 0, 8.24, 7.66, 21.37, 18.45, 1.06, -99, 10.51, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 5, eco1, 0, 6.72, 9.11, 24.09, 24.71, 0.97, -99, 9.92, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 6, eco1, 0, 23.23, 19.56, 29.68, 633.95, 0.93, -99, 9.07, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 7, eco1, 0, 5.37, 22.65, 34.42, 10.88, 0.88, -99, 8.29, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 8, eco1, 0, 11.79, 21.13, 31.97, 84.2, 0.83, -99, 6.93, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 9, eco1, 0, 9.91, 19.72, 32.27, 38.08, 0.95, -99, 7.64, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 10, eco1, 0, 8.54, 16.13, 28.82, 7.75, 1.03, -99, 8.02, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 11, eco1, 0, 6.47, 11.6, 26.01, 9.5, 1.02, -99, 10.65, -99, -99, -99, -99, -99, -99, -99, 0, 
2080, 12, eco1, 0, 9.38, 8.05, 22.13, 6.06, 1.04, -99, 11.55, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 1, eco1, 0, 9.43, 2.7, 14.83, 6.49, 1.14, -99, 12.9, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 2, eco1, 0, 5.79, 1.77, 13.33, 14.19, 0.92, -99, 12.34, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 3, eco1, 0, 6.49, 6.63, 18.92, 45.19, 0.97, -99, 11.74, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 4, eco1, 0, 14.77, 8.94, 22.32, 38.87, 1.05, -99, 8.28, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 5, eco1, 0, 17.14, 17.7, 30.71, 42.95, 0.86, -99, 6.76, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 6, eco1, 0, 8.01, 20.33, 30.93, 44.34, 0.81, -99, 4.55, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 7, eco1, 0, 18.32, 21.84, 33.21, 344.2, 0.87, -99, 6, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 8, eco1, 0, 17.8, 18.52, 31.28, 143.37, 0.99, -99, 6.39, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 9, eco1, 0, 9.11, 15.48, 29.27, 22.81, 1.07, -99, 9.25, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 10, eco1, 0, 5.82, 10.72, 24.65, 23.92, 0.99, -99, 11.26, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 11, eco1, 0, 7.52, 8.19, 22.99, 12.92, 0.93, -99, 9.79, -99, -99, -99, -99, -99, -99, -99, 0, 
2079, 12, eco1, 0, 5.11, -0.97, 11.61, 3, 0.99, -99, 13.08, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 1, eco1, 0, 15.15, 2.96, 14.48, 107.3, 1.13, -99, 14.53, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 2, eco1, 0, 8.5, 3.85, 17.23, 9.31, 1.12, -99, 14.3, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 3, eco1, 0, 3.18, 7.14, 21.7, 2.29, 1.05, -99, 8.32, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 4, eco1, 0, 4.65, 13.36, 28.31, 4.36, 0.89, -99, 8.66, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 5, eco1, 0, 9.37, 18.73, 31.62, 96.54, 0.83, -99, 6.73, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 6, eco1, 0, 8.36, 22.12, 33.76, 13.74, 0.85, -99, 6.3, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 7, eco1, 0, 21.1, 22.76, 34.88, 1032.17, 0.85, -99, 7.06, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 8, eco1, 0, 4.75, 20.54, 34.34, 20.99, 1.11, -99, 5.92, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 9, eco1, 0, 3.68, 14.34, 28.49, 6.7, 0.99, -99, 9.21, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 10, eco1, 0, 7.52, 5.93, 20.73, 10.02, 0.96, -99, 11.78, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 11, eco1, 0, 12.71, 2.04, 15.71, 18.69, 1.02, -99, 10.97, -99, -99, -99, -99, -99, -99, -99, 0, 
2078, 12, eco1, 0, 8.87, 2.64, 15.45, 10.26, 1.09, -99, 12.7, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 1, eco1, 0, 8.1, 2.76, 15.38, 7.45, 0.98, -99, 11.71, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 2, eco1, 0, 8.45, 3.24, 16.38, 5.3, 1.13, -99, 11.05, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 3, eco1, 0, 3.72, 6.32, 20.79, 6.19, 0.97, -99, 9.12, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 4, eco1, 0, 10, 12.42, 26.06, 16.12, 1.12, -99, 7.55, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 5, eco1, 0, 1.52, 16.4, 30.67, 7.91, 1.01, -99, 6.03, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 6, eco1, 0, 31, 20.59, 32.57, 437.54, 1.01, -99, 7.45, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 7, eco1, 0, 10.49, 23.33, 36.31, 29.04, 0.93, -99, 7.61, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 8, eco1, 0, 5.14, 20.12, 33.44, 8.79, 0.88, -99, 7.31, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 9, eco1, 0, 13.16, 14.83, 26.83, 16.81, 0.94, -99, 10.58, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 10, eco1, 0, 5.44, 7.97, 23.03, 18.12, 0.97, -99, 11.77, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 11, eco1, 0, 9.57, 7.1, 21.76, 22.37, 1, -99, 11.3, -99, -99, -99, -99, -99, -99, -99, 0, 
2077, 12, eco1, 0, 4.65, 1.76, 15.25, 3.68, 0.99, -99, 12.62, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 1, eco1, 0, 15.13, 1.57, 13.45, 26.77, 1.08, -99, 11.43, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 2, eco1, 0, 9.8, 3.36, 15.61, 8.4, 1.06, -99, 12.03, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 3, eco1, 0, 6.89, 5.39, 19.96, 26.12, 1.08, -99, 8.87, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 4, eco1, 0, 7.49, 11.07, 26, 8.15, 1.03, -99, 9.05, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 5, eco1, 0, 11.12, 18.64, 30.94, 27.15, 0.99, -99, 7.84, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 6, eco1, 0, 7.58, 22.01, 33.8, 11.38, 0.9, -99, 6.44, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 7, eco1, 0, 9.26, 22.94, 34.62, 57.52, 0.81, -99, 8.23, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 8, eco1, 0, 15.21, 19.45, 30.97, 399.1, 0.9, -99, 6.88, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 9, eco1, 0, 22.59, 14.59, 27.22, 207.72, 1.07, -99, 8.94, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 10, eco1, 0, 9.95, 9.8, 23.74, 10.74, 1.1, -99, 12.09, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 11, eco1, 0, 8.58, 2.88, 16.44, 40.17, 1.05, -99, 11.04, -99, -99, -99, -99, -99, -99, -99, 0, 
2076, 12, eco1, 0, 10.95, 0.65, 13.61, 18.61, 1.33, -99, 11.78, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 1, eco1, 0, 7.99, -6.47, 5.51, 4.06, 1.38, -99, 11.58, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 2, eco1, 0, 11.38, 2.56, 14.5, 26.47, 1.1, -99, 9.84, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 3, eco1, 0, 8.07, 5.96, 20.06, 26.94, 1.02, -99, 9.16, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 4, eco1, 0, 10.54, 11.07, 24.91, 243.12, 0.98, -99, 8.57, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 5, eco1, 0, 8.86, 16.72, 29.21, 31.9, 0.79, -99, 6.17, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 6, eco1, 0, 25.35, 20.71, 31.02, 659.81, 0.9, -99, 9.59, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 7, eco1, 0, 24.82, 20.52, 30.6, 159.81, 0.93, -99, 7.93, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 8, eco1, 0, 10.84, 17.98, 29.32, 18.22, 1, -99, 6.86, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 9, eco1, 0, 17, 13.28, 25.84, 42.62, 1.07, -99, 10, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 10, eco1, 0, 10.07, 8.76, 22.91, 64.81, 1, -99, 11.94, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 11, eco1, 0, 19.05, 6.45, 19.48, 28.8, 1.01, -99, 12.79, -99, -99, -99, -99, -99, -99, -99, 0, 
2075, 12, eco1, 0, 7.72, -1.32, 11.03, 10.31, 1.03, -99, 13.47, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 1, eco1, 0, 10.63, -1.55, 9.97, 46.07, 1.01, -99, 12.77, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 2, eco1, 0, 17.15, 4.64, 17.8, 38.7, 1.14, -99, 11.78, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 3, eco1, 0, 11.06, 9.43, 22.29, 13.49, 1.11, -99, 9.41, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 4, eco1, 0, 10.6, 8.89, 24.46, 24.15, 0.91, -99, 9.74, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 5, eco1, 0, 2.63, 17.22, 31.44, 8.64, 1.05, -99, 7.14, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 6, eco1, 0, 13.88, 23.43, 35.8, 21.61, 0.91, -99, 9.93, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 7, eco1, 0, 16.05, 22.8, 35.15, 157.96, 0.9, -99, 8.05, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 8, eco1, 0, 5.45, 19.4, 32.68, 8.9, 0.98, -99, 7.72, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 9, eco1, 0, 6.19, 17.1, 30.46, 41.75, 1.03, -99, 9.37, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 10, eco1, 0, 8.67, 10.71, 24.76, 26.12, 1.11, -99, 12.94, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 11, eco1, 0, 10.37, 3.56, 16.39, 8.11, 1.15, -99, 13.71, -99, -99, -99, -99, -99, -99, -99, 0, 
2074, 12, eco1, 0, 4.21, 0.19, 13.95, 2.68, 1.05, -99, 13.01, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 1, eco1, 0, 4.09, 0.16, 11.74, 2.52, 1.14, -99, 13.22, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 2, eco1, 0, 5.88, 2.09, 16.12, 7.65, 1.04, -99, 13.55, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 3, eco1, 0, 9.86, 4.57, 18.71, 40.07, 1.09, -99, 10.88, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 4, eco1, 0, 3.98, 10.85, 25.41, 7.86, 1.07, -99, 9.27, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 5, eco1, 0, 12.83, 18.22, 29.84, 115.29, 1.01, -99, 7.95, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 6, eco1, 0, 12.68, 21.19, 31.63, 54.42, 0.9, -99, 5.84, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 7, eco1, 0, 12.61, 21.73, 32.68, 33.05, 0.86, -99, 7.03, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 8, eco1, 0, 14.13, 17.86, 30.54, 51.96, 0.94, -99, 8.08, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 9, eco1, 0, 3.97, 15.08, 28.68, 11.26, 1.07, -99, 9.94, -99, -99, -99, -99, -99, -99, -99, 0, 
2073, 10, eco1, 0, 12.72, 11.12, 24.68, 53.1, 1.01, -99, 11.31, -99, -99, -99, -99, -99, -99, -99, 0, 
