Time, Species, ClimateRegion, NumberSitesChecked, AvgTempMult, AvgMinJanTempMult, AvgSoilMoistureMult, AvgProbEst
5,PinuTaed,eco1,251968,0.943,0.282,0.811,0.198
5,LiquStyr,eco1,250821,0.996,1.000,0.782,0.781
5,AcerRubr,eco1,824124,0.986,1.000,0.739,0.736
5,LiriTuli,eco1,251398,0.996,1.000,0.682,0.681
5,PinuEchi,eco1,251020,0.899,1.000,0.821,0.776
5,QuerAlba,eco1,796985,0.895,1.000,0.794,0.750
5,CornFlor,eco1,825264,0.979,1.000,0.754,0.749
5,OxydArbo,eco1,796802,0.996,1.000,0.779,0.778
5,PinuVirg,eco1,251443,0.000,1.000,0.736,0.000
5,PinuPalu,eco1,251224,0.935,0.283,0.833,0.208
5,QuerLaev,eco1,251434,0.909,0.282,0.832,0.205
10,PinuTaed,eco1,261436,0.975,0.159,0.625,0.099
10,LiquStyr,eco1,261281,0.939,1.000,0.577,0.564
10,AcerRubr,eco1,753078,0.920,1.000,0.515,0.500
10,LiriTuli,eco1,261300,0.902,1.000,0.353,0.334
10,PinuEchi,eco1,261031,0.509,1.000,0.645,0.399
10,QuerAlba,eco1,698579,0.717,1.000,0.618,0.529
10,CornFlor,eco1,753008,0.870,1.000,0.546,0.521
10,OxydArbo,eco1,699199,0.948,1.000,0.594,0.584
10,PinuVirg,eco1,261254,0.000,1.000,0.488,0.000
10,PinuPalu,eco1,261215,0.977,0.159,0.671,0.104
10,QuerLaev,eco1,261391,0.979,0.160,0.671,0.103
15,PinuTaed,eco1,283505,0.995,1.000,0.712,0.710
15,LiquStyr,eco1,283647,0.978,1.000,0.672,0.668
15,AcerRubr,eco1,732219,0.945,1.000,0.656,0.641
15,LiriTuli,eco1,283728,0.949,1.000,0.543,0.531
15,PinuEchi,eco1,284014,0.672,1.000,0.723,0.544
15,QuerAlba,eco1,746158,0.765,1.000,0.704,0.594
15,CornFlor,eco1,733696,0.913,1.000,0.672,0.646
15,OxydArbo,eco1,746614,0.979,1.000,0.680,0.675
15,PinuVirg,eco1,283598,0.000,1.000,0.610,0.000
15,PinuPalu,eco1,283684,0.994,1.000,0.737,0.734
15,QuerLaev,eco1,283523,0.990,0.891,0.737,0.648
20,PinuTaed,eco1,520066,0.947,1.000,0.745,0.722
20,LiquStyr,eco1,519909,0.989,1.000,0.707,0.703
20,AcerRubr,eco1,926451,0.975,1.000,0.669,0.663
20,LiriTuli,eco1,519716,0.984,1.000,0.560,0.556
20,PinuEchi,eco1,519746,0.850,1.000,0.757,0.685
20,QuerAlba,eco1,962785,0.859,1.000,0.723,0.664
20,CornFlor,eco1,927683,0.962,1.000,0.687,0.677
20,OxydArbo,eco1,962226,0.991,1.000,0.702,0.699
20,PinuVirg,eco1,520013,0.000,1.000,0.644,0.000
20,PinuPalu,eco1,519894,0.940,1.000,0.775,0.749
20,QuerLaev,eco1,519995,0.918,0.250,0.775,0.171
25,PinuTaed,eco1,376004,0.997,1.000,0.697,0.696
25,LiquStyr,eco1,376308,0.988,1.000,0.665,0.663
25,AcerRubr,eco1,780200,0.954,1.000,0.672,0.661
25,LiriTuli,eco1,376176,0.962,1.000,0.463,0.455
25,PinuEchi,eco1,376463,0.719,1.000,0.708,0.586
25,QuerAlba,eco1,886445,0.791,1.000,0.707,0.636
25,CornFlor,eco1,780215,0.927,1.000,0.691,0.673
25,OxydArbo,eco1,886416,0.989,1.000,0.691,0.689
25,PinuVirg,eco1,375766,0.000,1.000,0.601,0.000
25,PinuPalu,eco1,375735,0.995,1.000,0.725,0.724
25,QuerLaev,eco1,375800,0.989,0.795,0.725,0.574
30,PinuTaed,eco1,300586,0.988,0.206,0.690,0.132
30,LiquStyr,eco1,300025,0.941,1.000,0.632,0.617
30,AcerRubr,eco1,727258,0.908,1.000,0.572,0.549
30,LiriTuli,eco1,299772,0.900,1.000,0.418,0.393
30,PinuEchi,eco1,300091,0.492,1.000,0.708,0.429
30,QuerAlba,eco1,805215,0.663,1.000,0.678,0.538
30,CornFlor,eco1,727363,0.851,1.000,0.605,0.565
30,OxydArbo,eco1,805528,0.939,1.000,0.646,0.631
30,PinuVirg,eco1,300044,0.000,1.000,0.525,0.000
30,PinuPalu,eco1,300203,0.991,0.206,0.749,0.140
30,QuerLaev,eco1,300286,0.996,0.207,0.749,0.141
35,PinuTaed,eco1,539255,0.978,1.000,0.692,0.681
35,LiquStyr,eco1,539652,0.999,1.000,0.672,0.671
35,AcerRubr,eco1,914023,0.972,1.000,0.625,0.612
35,LiriTuli,eco1,539028,0.985,1.000,0.563,0.556
35,PinuEchi,eco1,539309,0.828,1.000,0.703,0.614
35,QuerAlba,eco1,1030049,0.848,1.000,0.658,0.589
35,CornFlor,eco1,914724,0.957,1.000,0.645,0.625
35,OxydArbo,eco1,1030705,0.999,1.000,0.645,0.644
35,PinuVirg,eco1,539026,0.000,1.000,0.625,0.000
35,PinuPalu,eco1,539069,0.973,1.000,0.721,0.707
35,QuerLaev,eco1,539464,0.957,1.000,0.721,0.699
40,PinuTaed,eco1,464712,0.967,0.867,0.635,0.540
40,LiquStyr,eco1,464190,0.909,1.000,0.594,0.571
40,AcerRubr,eco1,879986,0.887,1.000,0.568,0.541
40,LiriTuli,eco1,464148,0.864,1.000,0.444,0.412
40,PinuEchi,eco1,463966,0.369,1.000,0.651,0.288
40,QuerAlba,eco1,983184,0.603,1.000,0.633,0.452
40,CornFlor,eco1,879814,0.816,1.000,0.591,0.538
40,OxydArbo,eco1,982672,0.907,1.000,0.610,0.588
40,PinuVirg,eco1,463820,0.000,1.000,0.528,0.000
40,PinuPalu,eco1,463821,0.972,0.868,0.675,0.575
40,QuerLaev,eco1,463703,0.981,0.813,0.675,0.536
45,PinuTaed,eco1,280379,0.994,1.000,0.580,0.578
45,LiquStyr,eco1,280618,0.966,1.000,0.533,0.521
45,AcerRubr,eco1,689196,0.932,1.000,0.550,0.524
45,LiriTuli,eco1,280196,0.933,1.000,0.450,0.428
45,PinuEchi,eco1,280140,0.610,1.000,0.598,0.405
45,QuerAlba,eco1,772649,0.733,1.000,0.591,0.466
45,CornFlor,eco1,689508,0.891,1.000,0.561,0.518
45,OxydArbo,eco1,773171,0.968,1.000,0.566,0.555
45,PinuVirg,eco1,280407,0.000,1.000,0.488,0.000
45,PinuPalu,eco1,279858,0.995,1.000,0.624,0.622
45,QuerLaev,eco1,280524,0.994,1.000,0.624,0.622
50,PinuTaed,eco1,401025,0.983,0.939,0.708,0.665
50,LiquStyr,eco1,400993,0.934,1.000,0.669,0.649
50,AcerRubr,eco1,773118,0.911,1.000,0.683,0.653
50,LiriTuli,eco1,400951,0.892,1.000,0.570,0.539
50,PinuEchi,eco1,400988,0.467,1.000,0.720,0.374
50,QuerAlba,eco1,863651,0.671,1.000,0.704,0.518
50,CornFlor,eco1,773681,0.856,1.000,0.693,0.636
50,OxydArbo,eco1,862773,0.942,1.000,0.684,0.666
50,PinuVirg,eco1,400522,0.000,1.000,0.634,0.000
50,PinuPalu,eco1,400793,0.986,0.939,0.736,0.691
50,QuerLaev,eco1,400953,0.991,0.939,0.736,0.692
55,PinuTaed,eco1,429590,0.973,1.000,0.656,0.647
55,LiquStyr,eco1,429432,0.945,1.000,0.620,0.605
55,AcerRubr,eco1,928370,0.917,1.000,0.623,0.597
55,LiriTuli,eco1,429946,0.912,1.000,0.478,0.453
55,PinuEchi,eco1,429465,0.549,1.000,0.668,0.415
55,QuerAlba,eco1,1002543,0.689,1.000,0.679,0.531
55,CornFlor,eco1,928439,0.866,1.000,0.648,0.601
55,OxydArbo,eco1,1002743,0.942,1.000,0.658,0.642
55,PinuVirg,eco1,429135,0.000,1.000,0.545,0.000
55,PinuPalu,eco1,429531,0.974,1.000,0.683,0.673
55,QuerLaev,eco1,429762,0.973,1.000,0.683,0.672
60,PinuTaed,eco1,259778,0.921,0.920,0.520,0.451
60,LiquStyr,eco1,259622,0.855,1.000,0.459,0.430
60,AcerRubr,eco1,692760,0.858,1.000,0.449,0.419
60,LiriTuli,eco1,260160,0.809,1.000,0.326,0.291
60,PinuEchi,eco1,260127,0.198,1.000,0.543,0.144
60,QuerAlba,eco1,793089,0.524,1.000,0.513,0.339
60,CornFlor,eco1,692729,0.768,1.000,0.469,0.411
60,OxydArbo,eco1,792429,0.856,1.000,0.479,0.449
60,PinuVirg,eco1,260030,0.000,1.000,0.386,0.000
60,PinuPalu,eco1,260214,0.927,0.920,0.579,0.508
60,QuerLaev,eco1,260107,0.938,0.920,0.579,0.510
65,PinuTaed,eco1,351822,0.894,0.728,0.750,0.490
65,LiquStyr,eco1,351946,0.819,1.000,0.727,0.639
65,AcerRubr,eco1,848178,0.829,1.000,0.772,0.693
65,LiriTuli,eco1,351752,0.768,1.000,0.632,0.541
65,PinuEchi,eco1,351923,0.077,1.000,0.784,0.063
65,QuerAlba,eco1,981164,0.452,1.000,0.778,0.385
65,CornFlor,eco1,849032,0.719,1.000,0.782,0.615
65,OxydArbo,eco1,981233,0.814,1.000,0.768,0.674
65,PinuVirg,eco1,352023,0.000,1.000,0.687,0.000
65,PinuPalu,eco1,352019,0.901,0.728,0.816,0.547
65,QuerLaev,eco1,351969,0.916,0.728,0.816,0.554
70,PinuTaed,eco1,300147,0.971,1.000,0.713,0.706
70,LiquStyr,eco1,299953,0.914,1.000,0.665,0.641
70,AcerRubr,eco1,880918,0.890,1.000,0.682,0.641
70,LiriTuli,eco1,300189,0.869,1.000,0.485,0.449
70,PinuEchi,eco1,300082,0.388,1.000,0.738,0.348
70,QuerAlba,eco1,1017021,0.615,1.000,0.741,0.534
70,CornFlor,eco1,883158,0.821,1.000,0.709,0.634
70,OxydArbo,eco1,1017514,0.913,1.000,0.716,0.689
70,PinuVirg,eco1,299759,0.000,1.000,0.568,0.000
70,PinuPalu,eco1,299571,0.975,1.000,0.772,0.766
70,QuerLaev,eco1,299543,0.984,1.000,0.772,0.768
75,PinuTaed,eco1,345921,0.977,1.000,0.706,0.696
75,LiquStyr,eco1,345911,0.931,1.000,0.678,0.649
75,AcerRubr,eco1,909760,0.911,1.000,0.772,0.731
75,LiriTuli,eco1,345938,0.891,1.000,0.625,0.584
75,PinuEchi,eco1,346157,0.465,1.000,0.720,0.364
75,QuerAlba,eco1,1108411,0.678,1.000,0.760,0.546
75,CornFlor,eco1,909740,0.855,1.000,0.778,0.700
75,OxydArbo,eco1,1107835,0.944,1.000,0.746,0.721
75,PinuVirg,eco1,346062,0.000,1.000,0.655,0.000
75,PinuPalu,eco1,346088,0.979,1.000,0.747,0.738
75,QuerLaev,eco1,345698,0.984,1.000,0.747,0.741
80,PinuTaed,eco1,294791,0.855,1.000,0.761,0.670
80,LiquStyr,eco1,295141,0.778,1.000,0.736,0.592
80,AcerRubr,eco1,863037,0.804,1.000,0.769,0.637
80,LiriTuli,eco1,294736,0.728,1.000,0.689,0.519
80,PinuEchi,eco1,294586,0.059,1.000,0.769,0.052
80,QuerAlba,eco1,930878,0.386,1.000,0.754,0.312
80,CornFlor,eco1,862288,0.676,1.000,0.776,0.548
80,OxydArbo,eco1,931074,0.767,1.000,0.742,0.591
80,PinuVirg,eco1,295020,0.000,1.000,0.713,0.000
80,PinuPalu,eco1,294943,0.863,1.000,0.779,0.691
80,QuerLaev,eco1,295157,0.879,0.956,0.778,0.671
